id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN,País Store
10007176,EA SPORTS FC™ 24 Standard Edition PS4 & PS5,2024-03-19T08:29:45.398446,"PS4, PS5",Sport,Electronic Arts Inc,9/29/2023,"English, French (France), Spanish (Mexico)",3.41,58246 ratings,45%,12%,10%,5%,28%,$69.99,$13.99,$69.99,$13.99,USA
228748,Fortnite,2024-03-19T08:29:49.189986,PS5,"Action, Adventure",Epic Games,7/21/2017,"Arabic, English, French (France), German, Italian, Japanese, Korean, Polish, Portuguese (Brazil), Russian, Spanish, Spanish (Mexico), Turkish",4.32,6725140 ratings,71%,10%,8%,1%,10%,Free,Free,Free,Free,USA
10000657,HELLDIVERS™ 2,2024-03-19T08:29:52.730201,PS5,Action,Sony Interactive Entertainment,2/8/2024,"English, French (France), Portuguese (Brazil), Spanish (Mexico)",4.48,46787 ratings,81%,7%,2%,2%,9%,$39.99,$39.99,$39.99,$39.99,USA
10001130,Call of Duty®: Modern Warfare® III - Cross-Gen Bundle,2024-03-19T08:29:56.207944,"PS4, PS5",Action,Activision,11/2/2023,"English, French (France), Portuguese (Brazil), Spanish (Mexico)",4.04,294981 ratings,62%,11%,11%,2%,14%,$69.99,$69.99,$69.99,$69.99,USA
10005844,Dragon's Dogma 2,2024-03-19T08:30:00.601000,PS5,"Action, Role Playing Games","Capcom U.S.A., Inc.",3/22/2024,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,$69.99,$69.99,$69.99,$69.99,USA
201930,Grand Theft Auto Online (PlayStation®5),2024-03-19T08:30:06.528536,PS5,"Action, Adventure",Rockstar Games,3/15/2022,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Korean, Polish, Portuguese (Brazil), Russian, Spanish, Spanish (Mexico)",4.52,679080 ratings,79%,8%,5%,1%,7%,$19.99,$19.99,$19.99,$19.99,USA
10007788,NBA 2K24 Kobe Bryant Edition for PS5™,2024-03-19T08:30:10.541678,PS5,Sport,2K,9/8/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Spanish",3.16,19830 ratings,36%,13%,12%,8%,31%,$69.99,$69.99,$69.99,$69.99,USA
203897,Tom Clancy's Rainbow Six® Siege Deluxe Edition,2024-03-19T08:30:14.101213,"PS4, PS5","Action, Shooter",Ubisoft Entertainment,3/12/2024,No hay información,4.34,259177 ratings,73%,10%,5%,2%,11%,$39.99,$5.99,$39.99,$5.99,USA
10000896,Genshin Impact,2024-03-19T08:30:17.844679,"PS4, PS5","Action, Adventure, Role Playing Games",COGNOSPHERE PTE. LTD.,4/27/2021,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Portuguese (Portugal), Russian, Spanish, Thai, Turkish, Vietnamese",4.42,325238 ratings,76%,9%,5%,1%,9%,Free,Free,Free,Free,USA
10003386,Rise of the Ronin™,2024-03-19T08:30:21.426934,PS5,"Action, Adventure",Sony Interactive Entertainment,3/22/2024,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,No hay información,$69.99,$69.99,$69.99,$69.99,USA
10007978,WWE 2K24 Cross-Gen Digital Edition,2024-03-19T08:30:25.384726,"PS4, PS5",Sport,2K,3/8/2024,No hay información,4.65,1892 ratings,84%,7%,3%,1%,4%,$69.99,$69.99,$69.99,$69.99,USA
10008554,STAR WARS™ Battlefront Classic Collection,2024-03-19T08:30:29.057141,"PS4, PS5","Shooter, Shooter","Aspyr Media, Inc.",3/14/2024,"Chinese (Simplified), English, French (France), German, Italian, Russian, Spanish",3.01,4218 ratings,39%,7%,8%,9%,37%,$34.99,$34.99,$34.99,$34.99,USA
10003999,FINAL FANTASY VII REBIRTH,2024-03-19T08:30:32.381227,PS5,Role Playing Games,SQUARE ENIX CO. LTD.,2/29/2024,"English, French (France), German, Italian, Japanese, Portuguese (Brazil), Spanish, Spanish (Mexico)",4.78,22141 ratings,92%,2%,2%,1%,3%,$69.99,$69.99,$69.99,$69.99,USA
10002427,eFootball™ 2024,2024-03-19T08:30:35.084820,PS5,Sport,"Konami Digital Entertainment, Inc.",9/30/2021,"English, French (France), Portuguese (Brazil), Spanish (Mexico)",3.75,270275 ratings,53%,12%,12%,3%,20%,Free,Free,Free,Free,USA
203715,Rocket League®,2024-03-19T08:30:36.904879,PS4,"Sport, Action, Driving/Racing",Psyonix Inc,7/7/2015,"Dutch, English, French (France), German, Italian, Japanese, Korean, Polish, Portuguese (Portugal), Russian, Spanish, Turkish",4.37,1097027 ratings,71%,12%,8%,1%,8%,Free,Free,Free,Free,USA
10002313,The Crew™ Motorfest Standard Edition - Cross-Gen Bundle,2024-03-19T08:30:39.140226,"PS4, PS5",Driving/Racing,Ubisoft Entertainment,9/14/2023,"English, French (France), Portuguese (Brazil), Spanish",4.29,17210 ratings,69%,13%,6%,2%,10%,$69.99,$34.99,$69.99,$34.99,USA
10002788,UFC® 5,2024-03-19T08:30:41.456764,PS5,Fighting,Electronic Arts Inc,10/26/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Portuguese (Brazil), Spanish, Spanish (Mexico)",3,6397 ratings,30%,16%,12%,9%,34%,$69.99,$69.99,$69.99,$69.99,USA
10000333,ELDEN RING PS4 & PS5,2024-03-19T08:30:43.867217,"PS4, PS5",Role Playing Games,Bandai Namco Entertainment America Inc.,2/25/2022,"English, French (France), Portuguese (Brazil), Spanish",4.72,63818 ratings,89%,4%,1%,1%,5%,$59.99,$59.99,$59.99,$59.99,USA
