id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original,Oferta,Oferta PSPlus,Otra promo diferente a PSPLUS,País Store
10007176,EA SPORTS FC™ 24 Standard Edition para PS4 y PS5,2024-05-13T09:49:59.390842,"PS4, PS5",Deporte,EA Swiss Sarl,28/9/2023,No hay información,3.32,76035 calificaciones,43 %,11 %,10 %,6 %,30 %,"79,99 €","79,99 €",Incluido,No hay otra promoción,ESP
228748,Fortnite,2024-05-13T09:50:00.805849,PS5,"Acción, Aventura",EPIC GAMES,21/7/2017,"Alemán, Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Turco, Árabe",4.32,6837359 calificaciones,71 %,10 %,8 %,1 %,10 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10001130,Call of Duty®: Modern Warfare® III - Lote Multigeneración,2024-05-13T09:50:02.207695,"PS4, PS5",Acción,Activision Blizzard Int'l BV,2/11/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso",4.04,325153 calificaciones,61 %,11 %,12 %,2 %,14 %,"79,99 €","79,99 €",No hay información,No hay otra promoción,ESP
10002427,eFootball™ 2024,2024-05-13T09:50:03.549258,PS5,Deporte,Konami,30/9/2021,"Alemán, Español, Francés (Francia), Griego, Inglés, Italiano, Neerlandés, Portugués (Portugal), Ruso, Sueco, Turco, Árabe",3.76,287783 calificaciones,53 %,12 %,13 %,3 %,19 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
10007788,Edición Kobe Bryant de NBA 2K24 para PS5™,2024-05-13T09:50:04.986839,PS5,Deporte,2K,7/9/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés",3.03,30711 calificaciones,34 %,12 %,12 %,8 %,35 %,"79,99 €","79,99 €",Incluido,No hay otra promoción,ESP
201930,Grand Theft Auto Online (PlayStation®5),2024-05-13T09:50:07.780781,PS5,"Acción, Aventura",Rockstar Games,14/3/2022,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Polaco, Portugués (Brasil), Ruso",4.52,688816 calificaciones,79 %,8 %,5 %,1 %,7 %,"19,99 €","19,99 €",No hay información,No hay otra promoción,ESP
10004708,TopSpin 2K25 Edición Digital Cross-Gen,2024-05-13T09:50:09.223759,"PS4, PS5",Deporte,2K,25/4/2024,"Alemán, Checo, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés",3.33,1023 calificaciones,41 %,15 %,10 %,5 %,29 %,"74,99 €","74,99 €",Prueba de juego,No hay otra promoción,ESP
10009581,MotoGP™24 PS4 & PS5,2024-05-13T09:50:10.564785,"PS4, PS5","Conducción/Carreras, Deporte",MILESTONE SRL,1/5/2024,"Alemán, Chino (Simplificado), Chino (Tradicional), Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Tailandés",4.4,80 calificaciones,75 %,9 %,5 %,4 %,8 %,"69,99 €","69,99 €",No hay información,No hay otra promoción,ESP
10008884,Sea of Thieves,2024-05-13T09:50:11.778398,PS5,Aventura,Microsoft Corporation,30/4/2024,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso, Tailandés, Turco",4.5,4421 calificaciones,81 %,6 %,2 %,1 %,9 %,"39,99 €","39,99 €",No hay información,No hay otra promoción,ESP
10000896,Genshin Impact,2024-05-13T09:50:13.039852,"PS4, PS5","Acción, Aventura, Juegos de rol",COGNOSPHERE PTE. LTD.,27/4/2021,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Portugal), Ruso, Tailandés, Turco, Vietnamita",4.41,335002 calificaciones,75 %,9 %,5 %,1 %,9 %,Gratis,Gratis,No hay información,No hay otra promoción,ESP
